,응답자ID,조사시작일자,성별구분코드,연령대구분명,답변자거주지역명,가구소득정도명,중국여행관심값,일본여행관심값,홍콩마카오여행관심값,동남아시아여행관심값,중동서남아시아여행관심값,미국캐나다여행관심값,남미중남미여행관심값,서유럽북유럽여행관심값,동유럽여행관심값,남유럽여행관심값,남태평양여행관심값,아프리카여행관심값
863,53330425,20230911,M,40,제주도,3.0,1,2,3,4,1,3,4,3,5,3,4,2
864,53331083,20230911,M,60,인천광역시,2.0,2,4,3,2,3,5,3,4,3,4,4,2
865,53331141,20230911,M,40,인천광역시,3.0,3,2,3,3,3,4,3,4,4,4,4,3
866,53331191,20230911,M,30,경기도,3.0,2,3,3,4,2,4,2,4,3,4,3,3
867,53331400,20230911,F,60,부산광역시,1.0,1,3,1,3,3,5,3,4,4,4,5,5
868,53331512,20230911,F,20,경기도,2.0,4,4,5,4,3,4,3,3,3,3,4,4
869,53331644,20230911,M,50,부산광역시,1.0,2,4,4,3,2,3,2,3,4,3,3,2
870,53331789,20230911,F,20,강원도,2.0,3,4,3,3,3,3,3,3,4,3,3,1
871,53332543,20230911,F,50,경기도,2.0,1,3,1,1,1,2,1,1,1,1,1,1
872,53332727,20230911,F,60,충청남도(세종시 포함),2.0,1,2,3,3,1,1,1,1,1,1,5,1
873,53333413,20230911,M,50,경상북도,2.0,2,4,3,3,3,4,3,4,4,3,4,3
874,53334949,20230911,M,40,대구광역시,4.0,1,4,1,3,1,5,1,5,5,5,4,1
875,53335254,20230911,M,60,충청북도,2.0,3,3,2,3,3,3,2,2,3,3,3,3
876,53335449,20230911,M,30,부산광역시,2.0,3,2,3,2,4,4,2,2,3,2,2,3
877,53335877,20230911,F,60,경상남도,4.0,3,3,3,3,3,4,3,5,5,4,4,3
878,53335989,20230911,F,60,울산광역시,2.0,1,3,3,3,2,3,2,2,2,3,3,1
879,53336312,20230911,F,60,전라북도,2.0,4,1,5,2,3,5,4,5,4,3,4,2
880,53336390,20230911,M,60,부산광역시,2.0,3,4,3,4,2,1,3,3,3,3,3,1
881,53336486,20230911,M,50,경기도,2.0,2,3,2,3,1,3,4,3,1,4,3,1
882,53336860,20230911,F,20,경기도,3.0,4,4,4,4,4,4,4,4,4,4,5,4
883,53337750,20230911,F,60,인천광역시,4.0,1,2,3,3,1,3,2,3,3,2,4,1
884,53337772,20230911,F,60,광주광역시,3.0,3,3,3,3,3,3,3,1,4,4,2,3
885,53337955,20230911,F,20,인천광역시,2.0,1,5,3,3,3,5,3,4,3,4,5,3
886,53338181,20230911,M,50,충청남도(세종시 포함),3.0,2,3,3,2,2,3,3,3,3,3,2,3
887,53338715,20230911,M,40,서울특별시,4.0,3,5,3,4,3,4,3,5,3,3,4,3
888,53339347,20230911,M,50,경기도,3.0,1,2,2,2,2,4,2,4,4,3,4,2
889,53339653,20230911,M,40,충청북도,3.0,2,4,3,3,2,4,3,4,3,3,4,1
890,53339667,20230911,F,40,경상북도,3.0,2,3,4,3,3,4,4,4,4,4,4,2
891,53340437,20230911,M,50,경기도,4.0,1,4,1,4,1,3,2,3,3,2,3,1
892,53340696,20230911,M,50,경기도,4.0,2,1,1,3,4,3,1,4,3,4,4,1
893,53340744,20230911,M,40,충청남도(세종시 포함),3.0,3,3,4,3,4,5,2,5,4,5,5,2
894,53341417,20230911,M,40,서울특별시,3.0,1,5,3,2,2,5,1,3,3,4,2,1
895,53341492,20230911,F,50,경기도,2.0,2,3,3,4,2,4,3,4,4,4,4,2
896,53342734,20230911,F,30,대구광역시,2.0,3,1,2,2,3,3,2,2,2,3,2,2
897,53342870,20230911,F,40,경기도,3.0,1,2,3,3,1,3,2,4,4,4,2,1
898,53343333,20230911,F,60,경기도,2.0,3,3,3,3,3,3,4,3,4,3,3,3
899,53343414,20230911,M,20,경기도,4.0,1,5,4,5,2,5,1,5,5,5,5,3
900,53343575,20230911,F,50,광주광역시,4.0,1,3,4,3,3,1,3,1,3,3,4,1
901,53344518,20230911,M,50,부산광역시,1.0,1,4,2,1,1,5,1,4,4,3,2,1
902,53344802,20230911,M,50,경기도,4.0,1,4,2,2,2,4,2,5,4,5,3,2
903,53344920,20230911,F,50,대전광역시,4.0,3,3,3,2,4,4,4,4,4,4,4,4
904,53344998,20230911,M,30,부산광역시,4.0,1,4,2,1,1,3,1,4,3,3,3,1
905,53345115,20230911,F,30,인천광역시,3.0,1,1,4,5,2,5,2,3,3,3,4,1
906,53345555,20230911,F,20,경기도,4.0,4,1,3,2,3,5,3,5,4,4,4,3
907,53345647,20230911,M,40,전라남도,3.0,2,4,3,4,3,3,3,3,3,3,3,3
908,53345754,20230911,F,30,강원도,2.0,3,3,3,3,3,3,3,3,3,3,3,3
909,53345787,20230911,M,40,전라북도,2.0,1,1,1,5,1,1,1,2,1,1,1,1
910,53346351,20230911,M,60,인천광역시,3.0,1,4,1,3,2,4,1,2,2,3,1,1
911,53346646,20230911,M,30,서울특별시,2.0,1,1,5,5,1,5,1,5,5,5,5,1
912,53346754,20230911,M,50,경기도,1.0,2,2,3,3,2,3,2,3,3,3,3,2
913,53347263,20230911,M,60,전라북도,3.0,1,1,2,3,1,1,1,1,1,1,3,1
914,53347428,20230911,M,30,부산광역시,3.0,3,4,3,3,3,4,3,4,4,4,4,3
915,53347454,20230911,F,40,경상북도,3.0,1,5,3,5,2,4,3,4,5,4,4,3
916,53347770,20230911,F,50,경기도,3.0,3,2,4,3,3,5,4,5,5,5,5,4
917,53348270,20230911,F,50,전라남도,1.0,3,2,3,3,3,3,3,3,3,3,3,3
918,53348379,20230911,F,20,인천광역시,3.0,3,4,3,3,3,3,3,3,3,4,3,3
919,53348641,20230911,F,50,경기도,4.0,1,2,1,1,2,3,4,2,1,3,3,1
920,53348899,20230911,F,50,경상남도,2.0,3,1,3,3,3,3,3,4,4,3,4,3
921,53349386,20230911,F,60,충청남도(세종시 포함),2.0,3,4,3,4,3,3,3,5,4,3,3,3
922,53349464,20230911,F,50,경상남도,2.0,2,1,2,4,3,2,3,4,3,4,4,2
923,53351210,20230911,M,30,경상남도,2.0,2,5,4,4,2,3,1,4,1,2,2,1
924,53351431,20230911,F,50,인천광역시,2.0,2,2,3,4,1,1,1,2,1,2,2,1
925,53351476,20230911,M,20,광주광역시,4.0,3,4,3,2,3,4,2,4,3,3,4,3
926,53351987,20230911,M,60,전라남도,2.0,4,4,4,4,4,4,4,4,4,4,4,4
927,53352518,20230911,F,40,충청남도(세종시 포함),1.0,3,3,3,3,3,3,3,3,3,3,3,3
928,53353244,20230911,M,50,경기도,4.0,1,3,3,4,1,3,1,5,3,4,4,1
929,53353549,20230911,F,50,충청북도,4.0,3,3,3,4,3,3,3,4,3,2,2,3
930,53353572,20230911,F,20,전라남도,2.0,1,2,2,4,1,3,3,3,4,4,5,3
931,53353858,20230911,F,20,경기도,1.0,3,3,3,3,3,4,3,3,3,3,3,3
932,53354099,20230911,M,50,부산광역시,4.0,1,3,2,3,2,3,2,5,5,5,2,1
933,53354281,20230911,M,50,인천광역시,2.0,3,3,3,4,3,4,3,3,3,3,4,3
934,53354675,20230911,M,30,서울특별시,3.0,3,5,4,4,3,5,3,5,5,4,4,3
935,53355095,20230911,F,20,경상북도,2.0,2,1,3,5,4,3,2,4,4,4,5,2
936,53355116,20230911,F,40,경기도,2.0,1,3,1,3,1,3,2,3,3,3,3,1
937,53355364,20230911,M,50,광주광역시,2.0,3,3,3,3,3,3,3,3,3,3,3,3
938,53355509,20230911,F,20,울산광역시,2.0,1,4,1,3,3,3,3,3,3,3,3,1
939,53356225,20230911,M,30,전라남도,4.0,3,5,3,4,3,3,3,3,3,4,4,3
940,53356377,20230911,M,30,서울특별시,3.0,1,4,4,4,2,4,2,4,4,4,4,1
941,53356655,20230911,F,60,경기도,3.0,2,4,3,3,3,4,4,4,3,4,4,3
942,53356844,20230911,M,40,서울특별시,4.0,3,3,4,4,2,3,1,3,2,3,3,1
943,53357107,20230911,F,30,경상남도,4.0,3,1,4,5,3,3,3,1,1,1,2,3
944,53357840,20230911,M,40,전라북도,2.0,1,2,2,1,2,1,2,1,1,1,1,1
945,53358847,20230911,F,50,충청남도(세종시 포함),2.0,2,3,4,4,4,4,4,4,4,4,4,3
946,53359369,20230911,M,30,경기도,2.0,1,5,3,2,1,5,3,5,5,5,5,1
947,53359539,20230911,M,50,서울특별시,4.0,2,3,3,5,3,3,3,3,3,3,3,3
948,53359625,20230911,F,40,경기도,3.0,3,3,3,3,3,3,3,3,3,3,3,3
949,53360042,20230911,F,40,경기도,3.0,3,3,2,4,1,4,3,3,3,3,4,2
950,53360168,20230911,M,50,부산광역시,4.0,1,3,1,4,1,5,1,3,3,3,3,1
951,53360253,20230911,F,60,경상남도,3.0,3,1,2,3,1,2,3,3,1,3,2,1
952,53360455,20230911,F,50,충청북도,3.0,3,3,2,4,1,2,2,2,1,3,4,2
953,53360482,20230911,F,50,대구광역시,4.0,1,4,4,4,3,4,2,4,3,3,4,3
954,53361167,20230911,M,40,인천광역시,4.0,3,1,2,3,1,2,1,3,3,2,2,1
955,53361212,20230911,F,30,충청남도(세종시 포함),2.0,1,1,3,4,3,3,3,4,2,2,2,2
956,53361596,20230911,F,50,인천광역시,4.0,2,3,3,4,2,4,3,5,3,5,3,2
957,53361662,20230911,F,60,부산광역시,3.0,1,1,2,4,2,3,2,3,3,3,2,1
958,53362173,20230911,F,60,강원도,1.0,2,2,3,2,3,3,2,4,3,2,4,2
959,53362956,20230911,F,50,충청남도(세종시 포함),3.0,1,3,1,3,4,4,1,4,5,4,4,1
960,53363018,20230911,M,60,경상북도,3.0,3,3,3,3,3,4,4,4,4,4,4,3
961,53363114,20230911,M,50,경기도,3.0,2,3,3,2,4,3,3,4,4,4,3,2
962,53363213,20230911,F,30,대구광역시,2.0,1,5,3,3,3,3,5,5,5,5,5,1
963,53363239,20230911,F,60,경기도,4.0,4,3,4,3,3,4,4,3,4,3,4,4
964,53363377,20230911,M,20,충청북도,2.0,1,4,1,1,1,4,2,4,3,3,4,3
965,53363398,20230911,M,30,서울특별시,4.0,1,2,2,3,1,4,2,3,2,4,5,1
966,53363672,20230911,M,30,경기도,3.0,2,3,3,3,2,4,4,4,4,4,4,2
967,53364021,20230911,F,50,광주광역시,3.0,3,2,4,4,1,5,2,4,4,3,5,2
968,53364099,20230911,F,30,충청북도,3.0,1,1,1,3,1,3,1,3,2,3,4,1
969,53364603,20230911,F,50,경기도,3.0,1,4,2,2,1,3,2,3,3,3,3,1
970,53364683,20230911,M,40,전라북도,2.0,1,2,1,3,1,2,4,2,1,1,2,5
971,53364812,20230911,M,60,경상남도,2.0,3,5,5,3,5,3,3,3,5,3,3,3
972,53365701,20230911,M,40,인천광역시,2.0,1,1,1,3,2,3,2,4,3,3,4,2
973,53365763,20230911,F,50,충청남도(세종시 포함),3.0,3,2,3,3,1,4,3,5,5,4,4,1
974,53366292,20230911,M,50,경기도,3.0,2,3,3,3,3,3,3,3,3,3,3,3
975,53367893,20230911,F,20,인천광역시,2.0,1,5,2,5,2,4,4,5,4,5,4,3
976,53368078,20230911,M,30,경기도,3.0,4,5,5,5,4,5,5,5,4,4,5,4
977,53368506,20230911,F,50,충청남도(세종시 포함),3.0,3,3,3,3,5,5,3,5,5,5,5,3
978,53369243,20230911,M,60,경상북도,3.0,4,4,4,4,3,4,3,4,3,4,4,3
979,53370071,20230911,M,30,경상북도,2.0,3,4,4,3,3,5,3,5,5,5,4,3
980,53370101,20230911,M,40,서울특별시,4.0,3,1,2,5,3,4,3,5,4,5,4,3
981,53370186,20230911,F,50,경기도,3.0,4,4,4,5,5,5,5,5,5,5,4,5
982,53370365,20230911,M,40,충청북도,3.0,2,4,4,4,2,4,2,5,3,4,5,2
983,53370750,20230911,F,40,경기도,3.0,2,3,3,3,2,3,3,4,3,4,4,2
984,53370834,20230911,M,20,경기도,2.0,3,3,4,4,4,3,4,3,4,3,4,3
985,53370896,20230911,M,50,서울특별시,4.0,2,3,1,2,1,3,4,3,2,3,3,3
986,53371342,20230911,F,60,울산광역시,2.0,2,2,2,2,4,1,4,2,4,4,2,2
987,53372276,20230911,F,50,충청북도,4.0,2,3,3,3,3,3,3,4,3,3,4,3
988,53373908,20230911,M,50,대구광역시,2.0,3,2,3,3,3,3,3,3,3,3,2,3
989,53374387,20230911,M,50,전라북도,4.0,2,1,4,4,2,4,3,3,3,4,4,2
990,53374420,20230911,F,60,대전광역시,3.0,3,4,4,5,4,4,4,4,4,4,4,4
991,53375960,20230911,F,20,대구광역시,2.0,2,3,3,4,2,4,2,4,4,4,4,3
992,53376443,20230911,F,50,경기도,4.0,3,4,3,4,3,4,1,3,3,4,4,1
993,53376586,20230911,F,20,전라남도,1.0,1,3,5,3,1,5,1,5,5,5,5,1
994,53376673,20230911,F,60,전라북도,1.0,4,4,3,4,3,3,4,3,4,4,3,3
995,53377323,20230911,M,50,서울특별시,2.0,1,1,3,3,1,4,1,3,1,3,3,1
996,53324076,20230918,F,60,서울특별시,4.0,3,4,3,4,2,4,2,4,3,2,3,2
997,53323966,20230918,F,60,서울특별시,1.0,3,1,3,3,3,3,3,3,3,3,3,3
998,53371215,20230918,F,60,서울특별시,2.0,1,1,1,1,1,1,1,1,1,1,1,1
999,53350706,20230918,F,60,서울특별시,4.0,2,3,3,2,2,4,3,3,3,3,3,2
1000,53348801,20230918,F,60,서울특별시,4.0,2,4,3,3,2,3,3,3,3,4,4,2
1001,53375533,20230918,F,60,서울특별시,4.0,5,4,3,3,3,2,5,3,2,3,3,3
1002,53323357,20230918,F,60,서울특별시,4.0,3,3,3,3,3,3,3,4,4,4,3,2
1003,53324786,20230918,F,60,서울특별시,3.0,4,3,1,3,1,3,1,3,2,2,4,1
1004,53366261,20230918,F,60,서울특별시,1.0,3,4,4,3,3,3,3,3,4,3,3,3
1005,53344014,20230918,F,60,서울특별시,2.0,3,3,3,3,2,4,2,2,2,1,1,3
1006,53345245,20230918,F,50,서울특별시,2.0,4,3,3,4,4,5,5,3,5,4,4,3
1007,53363693,20230918,F,50,서울특별시,2.0,2,3,3,2,1,3,2,3,2,2,2,1
1008,53322503,20230918,F,50,서울특별시,4.0,1,4,1,4,1,3,3,4,4,4,3,2
1009,53323379,20230918,F,50,서울특별시,3.0,1,4,2,2,4,3,3,4,4,4,3,3
1010,53326139,20230918,F,50,서울특별시,3.0,3,5,4,5,3,3,3,5,4,4,5,3
1011,53336686,20230918,F,50,부산광역시,4.0,5,4,5,5,2,3,4,5,5,3,3,4
1012,53351207,20230918,F,50,부산광역시,2.0,3,4,4,3,3,4,3,4,3,4,4,3
1013,53350856,20230918,F,50,부산광역시,3.0,2,4,4,3,3,4,3,5,5,4,3,2
1014,53342919,20230918,F,50,충청남도(세종시 포함),2.0,3,3,3,2,2,3,2,3,3,3,3,3
1015,53368099,20230918,F,50,충청남도(세종시 포함),2.0,3,4,4,4,3,3,3,4,3,4,4,3
1016,53354437,20230918,F,40,서울특별시,2.0,3,3,3,3,3,3,3,3,3,4,5,3
1017,53323699,20230918,F,40,서울특별시,4.0,2,2,4,4,3,4,3,4,4,4,4,3
1018,53339267,20230918,F,40,서울특별시,3.0,3,3,3,4,3,4,3,3,4,4,4,4
1019,53368010,20230918,F,40,서울특별시,3.0,3,1,2,3,1,3,1,4,1,2,2,1
1020,53336599,20230918,F,40,전라북도,1.0,2,3,4,4,3,2,3,3,4,5,3,5
1021,53376981,20230918,F,40,전라북도,3.0,2,2,3,3,2,2,1,4,2,4,3,1
1022,53348924,20230918,F,30,서울특별시,3.0,1,1,3,3,1,3,1,4,3,3,3,3
1023,53360443,20230918,F,30,서울특별시,4.0,3,2,3,4,3,3,3,4,4,4,4,3
1024,53335453,20230918,F,30,서울특별시,2.0,2,3,4,4,3,4,3,4,4,4,4,3
1025,53355981,20230918,F,30,경기도,3.0,3,3,3,3,1,3,1,3,3,3,3,1
1026,53348121,20230918,F,30,경기도,2.0,1,1,1,3,1,3,3,5,4,5,5,1
1027,53331049,20230918,F,30,경기도,1.0,1,1,3,5,3,3,4,4,3,4,4,3
1028,53365946,20230918,F,30,경기도,3.0,3,3,4,4,3,4,3,4,4,4,3,3
1029,53358303,20230918,F,30,부산광역시,2.0,1,3,2,3,1,4,3,4,4,4,4,1
1030,53354476,20230918,F,30,울산광역시,2.0,1,4,3,3,1,5,3,4,4,4,4,1
1031,53346837,20230918,F,30,전라북도,2.0,1,4,2,3,2,3,3,4,3,4,3,1
1032,53355064,20230918,F,20,경기도,2.0,3,2,3,3,2,3,3,4,4,3,5,3
1033,53349204,20230918,F,20,경기도,4.0,1,1,3,2,2,5,3,5,4,5,4,2
1034,53346859,20230918,F,20,경기도,3.0,2,1,3,4,2,3,2,3,4,4,3,3
1035,53330298,20230918,F,20,경기도,4.0,3,3,3,3,3,3,3,3,3,3,3,3
1036,53356371,20230918,F,20,경기도,1.0,2,3,3,4,4,5,1,3,3,3,5,1
1037,53346199,20230918,M,50,서울특별시,1.0,1,1,1,1,1,1,1,1,1,1,1,1
1038,53338979,20230918,M,50,서울특별시,4.0,2,1,1,3,2,1,1,3,1,3,3,1
1039,53335483,20230918,M,50,서울특별시,4.0,3,4,3,3,3,4,3,3,3,3,3,3
1040,53348090,20230918,M,50,서울특별시,4.0,3,4,4,4,3,4,3,5,5,4,5,3
1041,53324809,20230918,M,50,서울특별시,4.0,3,4,2,3,2,3,2,4,3,2,4,2
1042,53363621,20230918,M,50,서울특별시,4.0,3,3,3,3,3,3,3,5,5,5,5,3
1043,53334939,20230918,M,50,대전광역시,2.0,3,3,3,3,2,3,3,3,3,2,3,2
1044,53327630,20230918,M,50,대전광역시,4.0,1,4,3,3,3,4,3,3,3,3,3,3
1045,53330497,20230918,M,50,대전광역시,4.0,2,3,3,3,2,4,2,3,3,2,3,2
1046,53343781,20230918,M,40,부산광역시,2.0,4,2,3,3,4,4,3,2,3,3,2,3
1047,53349736,20230918,M,40,울산광역시,4.0,3,2,3,3,3,3,3,3,3,3,3,2
1048,53332299,20230918,M,40,울산광역시,3.0,3,2,2,4,3,4,3,4,3,4,4,2
1049,53327058,20230918,M,30,부산광역시,3.0,1,1,3,3,1,3,1,3,1,1,1,1
1050,53372025,20230918,M,30,인천광역시,4.0,1,3,3,3,1,3,1,3,3,3,1,1
1051,53334863,20230918,M,30,인천광역시,4.0,1,4,4,1,1,3,1,3,3,2,4,1
1052,53357699,20230918,M,30,인천광역시,2.0,2,5,3,4,1,4,1,4,3,4,3,1
1053,53363549,20230918,M,30,울산광역시,2.0,1,3,1,1,1,1,1,1,1,1,1,1
1054,53361693,20230918,M,30,울산광역시,4.0,3,4,3,4,3,3,3,3,3,3,4,3
1055,53362047,20230918,M,50,부산광역시,2.0,1,3,1,2,1,1,1,1,1,1,1,1
1056,53334906,20230918,M,50,인천광역시,4.0,2,4,4,2,4,3,2,5,4,4,3,3
1057,53323516,20230918,F,20,서울특별시,4.0,1,3,3,2,3,3,3,4,2,3,4,1
1058,53324007,20230918,M,30,서울특별시,4.0,2,1,2,3,3,3,3,5,4,5,4,3
1059,53364051,20230918,M,60,대구광역시,1.0,4,4,3,3,4,2,4,4,4,4,3,2
1060,464734,20230918,M,20,경기도,4.0,3,4,4,4,2,3,3,4,5,4,3,1
1061,53376857,20230918,M,50,대구광역시,2.0,2,3,3,3,3,3,2,3,3,3,3,2
1062,53366871,20230918,F,30,충청북도,2.0,2,2,4,4,5,1,1,4,5,5,2,2
1063,53374185,20230918,F,60,경기도,2.0,1,1,4,2,1,4,1,4,4,4,4,1
1064,53343749,20230918,F,40,충청북도,4.0,2,4,4,4,2,3,3,3,3,4,4,3
1065,312084,20230918,F,60,경상남도,2.0,3,3,3,3,3,2,4,3,5,4,3,4
1066,350292,20230918,M,20,경기도,4.0,1,5,3,4,4,5,4,5,5,5,5,3
1067,361815,20230918,F,60,경상북도,2.0,2,2,2,4,4,4,3,3,3,4,3,3
1068,384784,20230918,F,60,경상남도,1.0,2,2,2,2,2,2,2,2,3,3,2,2
1069,402004,20230918,M,20,전라북도,1.0,3,4,3,4,3,3,3,3,3,3,3,3
1070,422332,20230918,M,20,경상남도,4.0,1,4,1,2,2,3,3,4,3,3,4,2
1071,426103,20230918,M,20,대구광역시,2.0,3,3,3,3,4,2,2,2,2,2,4,2
1072,432014,20230918,M,20,충청남도(세종시 포함),1.0,4,5,5,1,1,5,3,4,2,3,4,1
1073,444910,20230918,M,20,서울특별시,2.0,3,3,2,2,2,3,2,2,3,3,3,3
1074,452906,20230918,M,20,인천광역시,2.0,3,4,3,3,4,4,3,2,3,2,3,1
1075,458319,20230918,M,20,인천광역시,4.0,3,3,3,3,3,3,3,3,3,3,3,2
1076,459249,20230918,M,20,인천광역시,4.0,2,4,1,4,5,5,1,4,4,4,4,4
1077,463290,20230918,M,20,부산광역시,2.0,3,5,5,5,1,5,3,5,1,3,5,1
1078,464302,20230918,M,20,경기도,3.0,3,2,2,3,2,3,2,3,2,3,2,2
1079,465516,20230918,M,20,대구광역시,3.0,2,2,2,2,2,2,4,5,4,4,4,4
1080,466171,20230918,M,20,경상남도,1.0,1,5,4,5,4,5,5,5,3,5,5,1
1081,466737,20230918,M,20,경기도,4.0,1,5,3,4,1,3,1,5,4,3,5,3
1082,53322893,20230918,M,40,서울특별시,3.0,3,3,3,3,3,3,3,3,3,3,3,3
1083,53322966,20230918,M,60,서울특별시,4.0,1,1,3,4,2,3,3,3,4,3,4,1
1084,53325170,20230918,M,60,서울특별시,4.0,1,1,4,1,2,3,3,4,4,4,3,1
1085,53325467,20230918,F,50,경상남도,2.0,3,1,3,3,1,4,5,5,3,5,4,1
1086,53325585,20230918,M,60,경상남도,3.0,1,3,2,4,2,3,2,4,2,4,1,2
1087,53325999,20230918,M,50,전라북도,3.0,3,4,3,3,2,3,3,3,3,3,3,3
1088,53326245,20230918,F,30,충청남도(세종시 포함),4.0,3,3,3,3,3,3,3,3,3,3,3,3
1089,53326289,20230918,F,30,충청남도(세종시 포함),2.0,1,1,2,4,2,5,1,4,5,4,5,2
1090,53326464,20230918,M,40,경기도,4.0,1,4,3,4,1,4,1,4,1,3,4,2
1091,53326478,20230918,F,40,충청남도(세종시 포함),3.0,1,1,1,4,1,3,1,3,2,3,4,1
1092,53326512,20230918,F,50,경기도,2.0,3,4,4,4,4,4,4,4,4,4,4,4
1093,53326595,20230918,M,60,경기도,3.0,2,4,4,3,2,2,2,3,2,2,2,2
1094,53326620,20230918,M,40,서울특별시,3.0,3,3,3,3,3,3,3,3,3,3,3,3
1095,53327158,20230918,M,30,경기도,2.0,2,3,2,4,3,5,2,5,5,4,5,1
1096,53327186,20230918,M,60,경상북도,3.0,3,2,3,4,3,2,3,3,3,3,3,4
1097,53327328,20230918,F,50,인천광역시,3.0,1,3,3,4,5,4,4,4,5,3,5,2
1098,53327329,20230918,M,50,강원도,4.0,1,1,2,3,2,4,4,4,4,4,4,3
1099,53327404,20230918,F,60,부산광역시,1.0,2,3,3,3,2,3,4,5,4,3,4,2
1100,53327629,20230918,F,60,충청남도(세종시 포함),2.0,3,1,3,3,3,3,3,3,4,4,3,3
1101,53328765,20230918,M,60,충청북도,2.0,3,1,3,3,3,3,3,3,3,3,3,3
1102,53328887,20230918,F,20,서울특별시,4.0,1,2,3,3,3,5,4,5,5,5,5,3
1103,53329873,20230918,M,60,인천광역시,2.0,2,3,2,3,3,3,4,4,2,4,4,2
1104,53330479,20230918,M,20,부산광역시,4.0,1,4,2,3,3,3,3,3,2,3,3,3
1105,53330752,20230918,F,30,대구광역시,4.0,1,4,4,5,1,4,3,5,3,3,5,1
1106,53331427,20230918,M,50,경기도,4.0,1,3,2,4,2,4,3,5,4,3,2,1
1107,53331632,20230918,F,60,울산광역시,3.0,1,3,1,1,1,1,1,1,1,1,1,1
1108,53331655,20230918,F,30,인천광역시,4.0,1,4,4,2,3,5,3,4,4,3,4,2
1109,53331841,20230918,M,50,광주광역시,1.0,2,1,3,3,1,4,2,3,4,4,3,2
1110,53332549,20230918,F,60,경기도,4.0,2,2,3,4,2,2,2,2,3,2,2,2
1111,53332872,20230918,M,50,경기도,4.0,2,2,2,5,1,4,3,4,4,4,4,2
1112,53332893,20230918,F,30,전라남도,2.0,1,3,1,4,1,3,1,3,3,3,3,1
1113,53333697,20230918,M,20,경기도,4.0,3,3,3,3,3,3,3,3,3,3,3,3
1114,53333780,20230918,M,30,경기도,2.0,1,3,1,1,1,2,1,1,1,1,1,1
1115,53334684,20230918,F,40,강원도,3.0,1,1,3,3,2,3,3,4,3,4,4,3
1116,53334828,20230918,M,30,서울특별시,2.0,2,3,3,3,2,2,4,3,3,2,3,3
1117,53335079,20230918,F,40,경기도,4.0,1,2,3,3,3,3,3,4,3,4,4,3
1118,53335277,20230918,M,60,경상남도,4.0,3,3,3,3,3,3,3,3,3,3,3,3
1119,53335509,20230918,M,40,경상남도,3.0,3,3,3,3,3,3,3,3,3,3,3,3
1120,53335523,20230918,F,50,광주광역시,3.0,1,1,1,1,1,1,1,1,1,1,1,1
1121,53335621,20230918,F,30,경상남도,2.0,1,4,3,4,2,2,3,4,3,4,4,1
1122,53335721,20230918,M,30,경기도,2.0,3,3,3,3,1,3,3,3,3,3,3,1
1123,53335797,20230918,F,20,서울특별시,4.0,2,3,3,2,2,2,3,3,3,4,3,3
1124,53336497,20230918,F,60,경기도,3.0,2,3,2,2,2,4,2,4,4,4,3,4
1125,53336677,20230918,M,60,인천광역시,2.0,1,4,3,3,2,1,2,2,2,2,3,1
1126,53336895,20230918,F,50,강원도,4.0,2,3,4,4,3,4,3,4,4,4,4,3
1127,53336905,20230918,M,40,대구광역시,3.0,1,2,4,4,1,1,1,4,1,1,3,1
1128,53336933,20230918,M,50,대구광역시,3.0,2,3,2,4,1,2,1,1,1,1,4,1
1129,53336965,20230918,F,40,대전광역시,3.0,1,4,3,4,1,4,3,4,3,3,4,2
1130,53337062,20230918,F,50,경기도,1.0,1,1,3,3,1,3,3,3,4,3,3,2
1131,53337179,20230918,F,50,경기도,4.0,2,5,4,3,2,3,3,5,5,5,3,1
1132,53337494,20230918,F,20,부산광역시,2.0,2,2,2,3,2,4,2,2,2,2,2,2
1133,53338697,20230918,M,30,경기도,4.0,2,3,4,3,2,3,3,3,4,3,3,2
1134,53338880,20230918,M,40,경기도,2.0,1,5,5,5,1,5,1,5,1,5,5,1
1135,53339208,20230918,F,20,대구광역시,3.0,2,4,2,3,1,3,2,4,4,3,4,1
1136,53339357,20230918,M,60,울산광역시,2.0,2,3,2,4,2,3,4,3,2,3,3,1
1137,53339538,20230918,F,50,울산광역시,4.0,3,2,3,3,4,3,2,4,4,4,2,4
1138,53339573,20230918,M,40,경기도,4.0,3,4,4,4,3,4,3,3,3,3,4,3
1139,53339877,20230918,M,60,경기도,2.0,2,3,4,3,2,4,2,4,4,4,4,3
1140,53340026,20230918,F,60,광주광역시,2.0,2,3,3,3,3,3,4,3,3,3,3,4
1141,53340576,20230918,M,50,대구광역시,3.0,1,1,1,2,2,4,4,4,4,4,5,1
1142,53341494,20230918,F,50,경기도,3.0,1,4,2,5,3,3,3,3,4,3,5,3
1143,53341788,20230918,M,40,경상북도,1.0,1,4,1,3,1,1,1,3,1,1,3,1
1144,53341790,20230918,M,60,충청남도(세종시 포함),4.0,1,2,2,5,3,3,3,5,4,4,4,3
1145,53342078,20230918,F,20,서울특별시,3.0,1,5,2,1,1,5,1,5,5,5,5,1
1146,53342085,20230918,F,40,경기도,3.0,1,1,4,5,1,4,1,3,3,3,4,1
1147,53342351,20230918,F,60,경기도,2.0,2,4,3,2,3,4,3,3,3,3,4,2
1148,53342422,20230918,M,60,전라남도,3.0,2,2,2,3,3,2,3,3,3,1,2,3
1149,53342716,20230918,M,60,인천광역시,2.0,3,3,3,3,3,3,3,3,3,3,3,3
