,성별구분코드,연령대구분명,답변자거주지역명,가구소득정도명,중국여행관심값,일본여행관심값,홍콩마카오여행관심값,동남아시아여행관심값,중동서남아시아여행관심값,미국캐나다여행관심값,남미중남미여행관심값,서유럽북유럽여행관심값,동유럽여행관심값,남유럽여행관심값,남태평양여행관심값,아프리카여행관심값,군집
1375,M,50,충청북도,2,1,5,1,4,4,5,3,5,5,5,4,2,2
1376,M,50,충청북도,4,2,4,4,4,2,4,4,4,4,4,4,2,0
1377,M,50,경기도,2,1,1,1,1,1,3,1,3,2,5,3,3,2
1378,M,50,경기도,3,1,1,2,4,1,3,2,3,3,4,4,2,0
1379,F,40,경상남도,4,2,2,2,3,2,4,3,5,2,4,4,2,0
1380,M,50,경상남도,4,4,2,2,3,2,3,2,4,4,4,4,2,0
1381,M,60,인천광역시,4,2,4,4,5,1,3,1,1,1,1,3,1,1
1382,F,30,강원도,2,3,3,3,5,3,3,3,5,5,5,3,3,3
1383,F,30,경기도,3,3,4,3,5,1,3,3,3,3,2,5,1,0
1384,F,60,경기도,3,2,2,3,2,3,3,2,4,3,3,3,3,0
1385,M,60,충청남도(세종시 포함),2,3,1,2,3,3,3,2,3,2,4,4,2,1
1386,F,30,충청북도,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1387,M,30,제주도,2,1,4,3,3,1,3,1,1,1,1,3,1,2
1388,M,40,경상남도,2,3,3,3,3,3,3,3,3,3,3,3,3,2
1389,F,50,경기도,4,2,1,3,4,2,3,3,3,2,3,3,2,0
1390,F,40,경기도,4,1,3,3,3,1,3,1,3,3,3,3,3,0
1391,M,20,경기도,4,1,5,1,4,1,3,1,4,3,3,2,1,0
1392,M,60,강원도,2,3,2,3,3,3,3,3,4,1,4,3,3,1
1393,F,30,대구광역시,2,2,4,4,4,3,3,3,3,3,4,4,3,3
1394,F,60,경기도,4,1,4,4,4,3,4,4,4,4,3,4,1,0
1395,F,40,경상남도,3,3,4,3,3,3,3,3,3,3,3,3,3,4
1396,M,40,경상남도,3,2,3,3,4,3,3,4,3,3,3,4,1,1
1397,M,50,경기도,4,3,2,3,4,1,3,2,2,4,3,4,1,0
1398,F,60,강원도,3,3,4,4,4,4,3,3,3,3,3,3,3,1
1399,M,40,울산광역시,4,3,3,3,3,3,3,3,3,3,3,3,3,2
1400,F,60,인천광역시,3,1,3,3,3,1,2,1,3,1,2,3,1,4
1401,F,60,충청북도,1,1,2,1,2,2,5,2,4,1,1,4,1,0
1402,F,60,대구광역시,3,1,3,2,2,3,5,4,4,4,3,4,4,1
1403,M,60,전라남도,4,2,2,3,2,2,3,3,4,4,3,3,3,1
1404,F,20,부산광역시,4,3,4,3,4,3,3,3,3,3,3,3,3,0
1405,F,60,서울특별시,3,2,1,3,2,3,4,5,4,4,4,4,2,1
1406,F,40,인천광역시,2,3,2,4,3,3,4,5,4,4,3,4,3,4
1407,M,40,인천광역시,3,1,4,3,3,2,3,2,4,4,4,4,1,4
1408,M,50,대전광역시,1,2,2,4,2,2,3,3,4,4,4,4,3,0
1409,F,60,대구광역시,3,4,3,2,3,3,3,2,4,4,4,4,2,1
1410,F,30,충청남도(세종시 포함),2,1,1,2,2,1,2,2,1,2,2,2,1,3
1411,F,60,대전광역시,2,3,1,3,2,3,3,4,5,4,4,3,3,3
1412,F,60,대구광역시,3,2,3,2,3,2,2,2,3,4,3,3,1,1
1413,F,30,경기도,2,3,3,3,3,3,3,3,3,3,3,3,3,3
1414,F,40,경상남도,2,3,3,3,3,3,3,3,3,3,3,3,3,2
1415,F,60,광주광역시,4,3,1,3,4,2,4,3,3,4,3,3,3,0
1416,M,60,전라북도,3,2,4,2,3,5,4,3,5,5,5,5,2,1
1417,M,40,광주광역시,4,3,3,3,3,3,3,3,3,3,3,3,3,2
1418,M,40,대구광역시,3,1,1,1,1,1,1,1,1,1,1,4,1,1
1419,F,30,인천광역시,4,3,3,3,5,3,3,3,3,3,3,3,2,0
1420,M,60,경상북도,4,3,3,3,4,4,3,3,3,3,3,3,3,1
1421,F,30,경기도,2,2,5,4,3,3,4,3,5,5,5,5,2,3
1422,F,30,경기도,1,1,1,3,3,1,3,2,4,3,4,2,1,0
1423,F,50,경기도,4,1,3,3,3,1,3,1,3,3,3,3,1,0
1424,M,60,경상북도,3,2,2,2,2,3,4,2,4,4,4,2,2,1
1425,F,50,경기도,4,3,3,4,3,3,3,3,4,3,4,4,3,0
1426,F,50,충청남도(세종시 포함),4,3,5,3,4,3,3,4,4,4,4,4,1,0
1427,M,50,경기도,4,2,4,3,4,3,3,3,3,5,4,4,3,0
1428,F,40,인천광역시,3,2,3,1,3,2,3,3,3,3,3,4,3,4
1429,F,30,제주도,2,1,3,1,1,1,5,3,2,3,3,5,3,3
1430,M,30,경기도,1,3,3,2,4,1,3,2,4,4,5,3,2,2
1431,M,60,강원도,2,1,4,3,3,2,3,2,4,3,3,2,3,1
1432,M,40,대구광역시,2,1,3,3,4,1,1,1,1,1,1,1,1,2
1433,F,20,전라남도,2,2,3,2,4,3,5,1,3,3,3,4,1,3
1434,F,60,울산광역시,3,2,3,3,4,4,3,3,3,4,4,3,4,1
1435,F,30,대구광역시,2,1,2,4,4,1,4,4,5,5,5,5,3,3
1436,F,60,충청남도(세종시 포함),1,3,2,4,4,1,3,3,5,1,3,4,1,0
1437,F,40,경기도,4,4,4,4,4,3,4,4,4,4,4,4,3,0
1438,F,20,광주광역시,1,3,4,4,3,2,4,4,4,4,4,4,2,0
1439,M,30,울산광역시,2,4,4,4,5,3,4,4,4,4,4,4,2,2
1440,M,40,부산광역시,2,3,4,4,4,3,3,2,4,2,4,4,2,2
1441,F,40,부산광역시,2,1,2,3,4,2,3,2,3,2,3,3,1,2
1442,F,60,전라북도,3,4,3,4,4,4,4,4,4,4,4,4,4,1
1443,F,40,경기도,1,2,2,3,4,1,3,1,4,3,3,3,1,0
1444,F,50,경기도,4,1,1,1,1,1,1,1,1,1,1,1,1,0
1445,M,50,대구광역시,4,3,3,4,4,3,3,3,3,3,3,4,3,0
1446,M,50,강원도,2,1,1,4,5,5,5,5,5,5,5,5,5,2
1447,M,60,울산광역시,2,3,1,3,4,2,4,2,3,3,2,3,2,1
1448,M,50,경상북도,4,3,2,4,4,3,3,4,3,3,3,3,1,0
1449,F,60,충청남도(세종시 포함),2,1,1,4,1,3,4,3,4,4,2,5,1,3
1450,M,50,경기도,4,1,4,3,3,1,3,3,2,3,3,5,1,0
1451,M,50,경상북도,4,3,3,2,2,3,1,3,3,3,3,3,1,0
1452,M,40,충청북도,4,3,4,4,5,3,3,1,1,3,1,4,1,2
1453,M,40,대전광역시,4,1,4,1,3,1,3,1,1,4,4,4,1,2
1454,F,50,경기도,2,3,5,3,4,3,4,2,4,4,3,4,3,0
1455,M,50,경상북도,3,2,1,4,4,4,3,1,5,5,4,4,3,1
1456,F,30,대전광역시,3,3,5,3,3,3,3,3,4,5,5,5,1,3
1457,F,50,전라북도,3,3,3,2,3,3,3,3,2,2,3,2,3,0
1458,F,30,충청남도(세종시 포함),3,1,1,1,2,1,3,1,1,1,1,3,1,3
1459,F,60,서울특별시,4,1,2,2,2,1,1,2,2,1,3,3,1,0
1460,M,50,경기도,3,1,5,2,3,1,3,3,4,1,3,3,1,0
1461,F,50,충청남도(세종시 포함),4,2,2,3,2,1,4,5,5,4,5,5,1,0
1462,F,60,대구광역시,4,2,4,3,3,3,4,3,3,4,3,3,3,0
1463,M,50,충청남도(세종시 포함),3,2,4,3,3,4,2,4,4,4,4,4,2,1
1464,F,40,인천광역시,2,3,3,3,3,3,3,3,4,4,3,4,3,4
1465,M,50,대전광역시,2,1,4,2,4,2,4,3,4,3,4,5,2,2
1466,M,30,인천광역시,3,1,5,1,1,1,1,1,1,1,1,1,1,1
1467,F,50,충청남도(세종시 포함),1,2,3,2,2,2,3,3,1,1,1,3,1,0
1468,F,50,부산광역시,4,1,3,2,2,1,3,2,3,3,4,2,2,0
1469,M,50,울산광역시,3,2,2,2,3,3,3,2,4,4,4,4,4,1
1470,F,30,경상북도,2,2,4,4,3,1,4,3,4,3,4,4,1,3
1471,M,50,경기도,2,3,3,3,3,3,3,4,3,3,3,3,4,2
1472,F,50,울산광역시,2,2,3,3,2,1,3,3,3,3,3,3,3,0
1473,M,30,광주광역시,3,1,3,3,4,3,3,3,3,3,3,2,3,1
1474,M,60,부산광역시,3,3,4,3,4,4,4,3,3,4,4,3,1,1
1475,F,40,광주광역시,3,1,2,2,3,1,3,1,4,2,2,3,1,4
1476,F,60,경기도,3,2,2,2,2,2,3,2,3,3,3,4,2,0
1477,F,40,경상남도,3,2,3,3,3,4,3,3,3,3,4,4,2,4
1478,M,40,경기도,4,3,3,3,3,3,3,3,3,3,3,4,3,2
1479,M,40,경기도,3,1,2,2,3,1,4,1,4,3,5,4,2,2
1480,M,40,경기도,4,2,3,3,3,3,5,3,3,3,4,4,3,2
1481,F,20,충청남도(세종시 포함),3,3,5,2,5,1,2,5,2,3,2,4,2,4
1482,M,40,경상북도,2,1,4,3,3,1,4,4,4,3,4,3,1,2
1483,M,30,인천광역시,3,1,2,1,2,1,3,3,4,3,4,3,3,1
1484,M,40,광주광역시,2,2,4,4,3,2,3,2,3,2,3,3,1,2
1485,M,50,인천광역시,4,1,1,1,1,1,4,1,5,5,5,5,1,0
1486,F,60,서울특별시,2,4,3,4,3,2,3,4,3,4,4,4,2,3
1487,M,60,충청남도(세종시 포함),2,3,3,3,3,3,3,3,3,3,3,3,3,1
1488,F,20,대구광역시,2,1,4,2,1,1,4,2,4,1,3,4,1,3
1489,F,30,전라북도,1,2,4,3,3,2,5,2,5,3,4,3,2,3
1490,F,50,강원도,3,1,1,1,1,1,1,1,1,1,1,1,1,0
1491,M,40,경기도,3,2,3,2,4,2,4,4,4,4,4,4,2,2
1492,F,40,전라북도,3,1,3,3,3,3,3,3,3,4,4,4,1,4
1493,F,60,경기도,3,3,1,3,3,3,3,3,3,3,3,3,3,0
1494,M,40,경기도,4,2,5,4,4,3,3,4,4,3,4,5,3,2
